-8515.159180	5268.953125	-1303.343994
-8508.444336	5265.091309	-1309.668457
-8510.692383	5263.453125	-1306.015991
-8677.095703	5263.626465	-1294.448608
-8661.511719	5253.210938	-1113.780884
-8740.855469	5161.244141	-960.983582
-8735.652344	4978.389648	-927.253906
-8635.180664	4936.560059	-1060.718506
-8612.552734	4891.303711	-1209.353394
-8432.005859	4810.081543	-1209.175537
-8263.003906	4714.335938	-1184.363647
-8070.521484	4668.579590	-1164.628540
-7892.541992	4623.053223	-1204.553711
-7707.870605	4570.300293	-1161.855835
-7546.908203	4505.905273	-1073.316528
-7369.246094	4527.757813	-1093.588745
-7249.396973	4476.980469	-951.997681
-7169.588379	4495.103027	-779.734070
-7049.005371	4556.939453	-642.362000
-6976.092773	4595.439453	-473.767487
-6926.128906	4610.926270	-285.902100
-6856.629883	4602.487305	-119.214500
-6795.007813	4583.984375	58.138401
-6773.454102	4590.801270	242.205902
-6794.865234	4758.670410	346.389893
-6819.555664	4951.304688	395.315094
-6853.192871	5143.574219	441.825287
-6842.971680	5331.683594	499.772491
-6771.643066	5499.474609	505.335602
-8510.041016	5262.980957	-1306.610474
-8674.676758	5263.367676	-1296.204346
-8677.901367	5263.712891	-1293.863403
-8659.873047	5253.003906	-1116.285156
-8662.058594	5253.279785	-1112.946167
-8739.633789	5162.941895	-963.133728
-8741.263672	5160.677734	-960.266907
-8736.108398	4981.304199	-926.709473
-8735.500000	4977.417969	-927.435425
-8635.166992	4934.055664	-1059.067261
-8635.185547	4937.395020	-1061.269043
-8614.753906	4893.327148	-1209.606567
-8611.897461	4890.586426	-1209.589111
-8434.233398	4811.257324	-1210.803955
-8431.262695	4809.688965	-1208.632690
-8265.793945	4715.159180	-1185.100342
-8262.074219	4714.061523	-1184.117920
-8073.442871	4669.259766	-1164.561279
-8069.547852	4668.353027	-1164.651123
-7895.350586	4624.070313	-1204.827515
-7891.605469	4622.713867	-1204.462402
-7710.488770	4571.704102	-1162.274658
-7706.998047	4569.832520	-1161.716187
-7548.606934	4507.669434	-1075.049438
-7546.342285	4505.317383	-1072.738892
-7371.915039	4527.899414	-1094.951294
-7368.355957	4527.710938	-1093.134644
-7251.366211	4478.643066	-953.532471
-7248.740234	4476.425781	-951.486084
-7172.061523	4494.269043	-781.213623
-7168.764160	4495.381348	-779.241028
-7051.330078	4556.420410	-644.185791
-7048.230469	4557.112793	-641.754089
-6975.541992	4595.856445	-476.686890
-6976.275879	4595.300293	-472.794403
-6926.236328	4610.679688	-288.890015
-6926.093262	4611.008789	-284.906189
-6859.589844	4602.728027	-118.790199
-6855.643066	4602.407227	-119.355904
-6795.002441	4584.603027	55.202801
-6795.009766	4583.778320	59.116901
-6773.558105	4589.462891	239.522995
-6773.419434	4591.247559	243.100296
-6794.775879	4755.791992	345.549713
-6794.895020	4759.629883	346.669891
-6819.291016	4948.452148	394.423615
-6819.643555	4952.255371	395.612213
-6852.850098	5140.680176	441.112091
-6853.307129	5144.538574	442.062988
-6842.865723	5328.775879	499.042114
-6843.007324	5332.653320	500.015991
-6773.609375	5497.690430	503.939697
-8508.087891	5261.565430	-1308.394043
-8666.614258	5262.505371	-1302.056885
-8680.320313	5263.971191	-1292.107544
-8654.410156	5252.313965	-1124.632446
-8663.697266	5253.486816	-1110.442017
-8735.559570	5168.602051	-970.300476
-8742.485352	5158.979980	-958.116882
-8737.628906	4991.020020	-924.894775
-8735.043945	4974.503418	-927.979797
-8631.862305	4928.703613	-1051.292847
-8635.199219	4939.899902	-1062.920288
-8622.088867	4900.070801	-1210.450439
-8609.041992	4889.672852	-1209.486450
-8441.661133	4815.177734	-1216.231689
-8429.034180	4808.513184	-1207.004395
