4442.727295	2193.222168	952.814911
4442.770996	2205.305176	943.832031
4429.368652	2215.824219	930.719604
4229.926270	2202.437012	873.390015
4249.879395	2253.296387	829.455811
4441.593262	2219.155273	928.249023
4551.746094	2217.744141	753.459229
4588.325195	2355.067383	875.817749
4452.567383	2194.199707	957.088257
4464.995605	2190.030273	973.845581
4628.076172	2225.472656	1099.613159
4549.080566	2061.760254	1112.182373
4464.432617	2181.984375	971.078491
4473.236328	1989.943359	1048.824707
4538.748047	2074.688477	1134.673218
4448.531738	2187.839844	954.542358
4469.188477	2184.383789	949.587402
4593.376465	2019.701660	928.463257
4561.655273	2145.735840	768.868652
4467.332520	2196.229004	955.888550
4597.887695	2344.291016	889.973145
4585.352051	2361.555664	909.140625
4443.241211	2182.206055	962.348145
4455.829590	2177.571289	978.592285
4597.466309	2075.934570	1091.197388
4459.130371	2182.666504	1185.241333
4455.892578	2172.021973	977.126709
4528.050293	2024.164551	1105.195313
4579.111816	2123.283691	1139.226440
4447.168701	2199.344849	950.209839
4448.279053	2200.875488	949.558563
4451.887939	2205.850098	947.441956
4470.672852	2231.744995	936.424133
4505.781494	2274.150757	919.752106
4547.908936	2311.378296	908.479187
4574.929443	2331.197021	903.796692
4580.120117	2335.004272	902.897156
4581.717285	2336.175781	902.620361
4583.314453	2337.347290	902.343567
4588.505371	2341.154541	901.444031
4620.018799	2341.824829	909.058228
4671.156738	2328.125000	929.312012
4713.004883	2298.756592	954.591248
4734.396484	2277.721069	970.234558
4738.506104	2273.679932	973.239777
4739.770508	2272.436401	974.164459
4741.034912	2271.192993	975.089142
4744.374756	2266.497803	978.046204
4760.556641	2241.035645	993.363708
4786.282959	2196.057739	1018.546600
4809.366699	2148.583984	1041.710266
4822.447754	2120.193115	1054.658447
4824.960938	2114.739014	1057.145935
4825.734131	2113.060913	1057.911316
4826.507324	2111.382690	1058.676636
4829.020508	2105.928467	1061.164063
4841.660889	2076.591797	1072.282349
4863.202148	2025.720276	1088.700623
4885.387451	1973.872681	1100.440796
4898.707275	1943.226746	1105.752441
4901.266113	1937.339355	1106.772827
4902.053467	1935.527832	1107.086792
4902.840820	1933.716309	1107.400818
4905.399658	1927.828979	1108.421265
4919.895020	1897.334167	1108.662964
4946.312256	1847.097595	1101.086792
4975.025391	1803.233521	1078.959778
4992.418457	1780.242310	1061.248413
4995.759766	1775.825500	1057.845886
4996.787842	1774.466492	1056.798950
4997.815918	1773.107422	1055.752014
5001.052490	1770.126221	1051.084534
5017.464111	1759.154846	1023.627045
5045.356445	1741.135925	976.476624
5073.070313	1726.314941	928.240936
5089.225098	1719.495728	899.304321
5092.328369	1718.185730	893.745361
5093.283203	1717.782654	892.034912
5094.238281	1717.379517	890.324432
5097.446777	1716.132568	884.811096
5114.311035	1709.740479	856.183472
5144.114990	1697.831909	808.300751
5176.256348	1683.062622	762.832855
5195.863281	1673.313782	737.038788
